0	30	0	10000
3324	99	0	10000
1356	27	0	10000
979	80	0	10000
639	13	0	10000
169	138	0	10000
210	124	0	10000
88	110	0	10000
124	97	0	10000
531	21	0	10000
197	4	0	10000
901	88	0	10000
105	50	0	10000
1210	68	0	10000
278	325	0	10000
121	144	0	10000
91	53	0	10000
83	19	0	10000
188	100	0	10000
1442	10	0	10000
325	6	0	10000
1829	385	0	10000
418	20	0	10000
152	135	0	10000
432	23	0	10000
1883	72	0	10000
256	23	0	10000
220	91	0	10000
1552	156	0	10000
1050	379	0	10000
303	227	0	10000
134	92	0	10000
124	132	0	10000
884	8	0	10000
908	159	0	10000
995	57	0	10000
260	260	0	10000
1250	20	0	10000
1217	127	0	10000
1216	22	0	10000
309	110	0	10000
205	61	0	10000
505	43	0	10000
1938	8	0	10000
1289	127	0	10000
818	131	0	10000
379	91	0	10000
538	132	0	10000
385	320	0	10000
1437	121	0	10000
645	15	0	10000
1093	47	0	10000
148	57	0	10000
1454	157	0	10000
1535	68	0	10000
114	79	0	10000
69	98	0	10000
64	86	0	10000
1681	285	0	10000
1364	27	0	10000
159	83	0	10000
88	185	0	10000
1933	358	0	10000
365	27	0	10000
812	277	0	10000
204	43	0	10000
1746	12	0	10000
1608	180	0	10000
2122	87	0	10000
375	135	0	10000
190	86	0	10000
931	24	0	10000
363	59	0	10000
2165	54	0	10000
98	35	0	10000
76	3	0	10000
472	13	0	10000
293	360	0	10000
223	207	0	10000
460	72	0	10000
345	219	0	10000
257	6	0	10000
2600	31	0	10000
174	109	0	10000
1395	8	0	10000
2828	19	0	10000
1704	2	0	10000
1355	132	0	10000
746	8	0	10000
598	68	0	10000
815	58	0	10000
2149	179	0	10000
192	190	0	10000
122	29	0	10000
270	43	0	10000
1011	628	0	10000
751	125	0	10000
2464	110	0	10000
178	278	0	10000
1310	125	0	10000
847	66	0	10000
286	114	0	10000
641	16	0	10000
461	80	0	10000
2185	258	0	10000
197	35	0	10000
87	132	0	10000
67	60	0	10000
147	60	0	10000
1828	69	0	10000
2480	5	0	10000
1977	7	0	10000
1333	189	0	10000
564	51	0	10000
155	22	0	10000
1141	9	0	10000
1856	254	0	10000
876	35	0	10000
1395	145	0	10000
102	35	0	10000
1398	3	0	10000
1377	28	0	10000
452	36	0	10000
202	97	0	10000
1149	17	0	10000
530	83	0	10000
618	177	0	10000
1543	57	0	10000
718	6	0	10000
101	147	0	10000
508	34	0	10000
1980	18	0	10000
594	110	0	10000
173	98	0	10000
1397	35	0	10000
1339	16	0	10000
1345	148	0	10000
87	57	0	10000
1142	102	0	10000
429	2	0	10000
113	111	0	10000
2075	35	0	10000
2471	279	0	10000
3300	3	0	10000
3773	120	0	10000
266	124	0	10000
622	333	0	10000
65	40	0	10000
1144	94	0	10000
114	313	0	10000
224	31	0	10000
349	402	0	10000
65	7	0	10000
1114	102	0	10000
379	152	0	10000
554	33	0	10000
871	98	0	10000
1203	118	0	10000
1044	131	0	10000
246	14	0	10000
1837	22	0	10000
316	164	0	10000
1024	340	0	10000
74	49	0	10000
895	260	0	10000
130	231	0	10000
80	139	0	10000
75	91	0	10000
1250	20	0	10000
1350	122	0	10000
2998	5	0	10000
116	168	0	10000
59	10	0	10000
521	191	0	10000
984	254	0	10000
92	111	0	10000
862	324	0	10000
1189	186	0	10000
1126	103	0	10000
124	55	0	10000
678	166	0	10000
750	155	0	10000
528	147	0	10000
1476	57	0	10000
1160	196	0	10000
549	15	0	10000
521	14	0	10000
149	1	0	10000
86	68	0	10000
334	277	0	10000
195	12	0	10000
265	89	0	10000
158	179	0	10000
504	33	0	10000
2300	6	0	10000
512	170	0	10000
291	54	0	10000
1079	33	0	10000
1553	78	0	10000
1183	34	0	10000
614	1	0	10000
447	473	0	10000
6569	241	0	10000
397	93	0	10000
84	43	0	10000
1662	91	0	10000
1204	87	0	10000
228	632	0	10000
97	43	0	10000
880	67	0	10000
136	88	0	10000
132	19	0	10000
169	12	0	10000
80	99	0	10000
1045	8	0	10000
139	40	0	10000
232	68	0	10000
723	6	0	10000
258	12	0	10000
169	47	0	10000
772	39	0	10000
626	39	0	10000
74	150	0	10000
3438	30	0	10000
1071	298	0	10000
502	142	0	10000
696	5	0	10000
685	24	0	10000
2993	69	0	10000
929	26	0	10000
609	130	0	10000
2291	56	0	10000
611	86	0	10000
1225	69	0	10000
747	193	0	10000
1095	81	0	10000
398	83	0	10000
87	22	0	10000
931	31	0	10000
203	420	0	10000
2606	90	0	10000
4771	163	0	10000
103	7	0	10000
805	320	0	10000
331	100	0	10000
387	5	0	10000
89	116	0	10000
222	55	0	10000
353	67	0	10000
182	126	0	10000
969	39	0	10000
849	37	0	10000
1537	187	0	10000
61	50	0	10000
705	14	0	10000
1097	196	0	10000
1078	59	0	10000
1294	122	0	10000
137	128	0	10000
224	75	0	10000
590	443	0	10000
143	149	0	10000
516	98	0	10000
591	33	0	10000
719	56	0	10000
695	30	0	10000
62	55	0	10000
557	10	0	10000
860	93	0	10000
896	82	0	10000
817	79	0	10000
496	340	0	10000
129	112	0	10000
84	53	0	10000
3563	60	0	10000
170	308	0	10000
813	217	0	10000
1482	325	0	10000
1466	24	0	10000
2415	29	0	10000
113	14	0	10000
1405	49	0	10000
131	114	0	10000
627	74	0	10000
58	357	0	10000
1910	79	0	10000
689	130	0	10000
1193	393	0	10000
138	24	0	10000
992	28	0	10000
529	113	0	10000
75	241	0	10000
1447	31	0	10000
64	18	0	10000
180	125	0	10000
140	226	0	10000
1388	31	0	10000
105	17	0	10000
185	175	0	10000
487	69	0	10000
1802	220	0	10000
801	59	0	10000
73	74	0	10000
666	20	0	10000
287	45	0	10000
775	54	0	10000
230	56	0	10000
1055	125	0	10000
3104	44	0	10000
298	4	0	10000
1589	5	0	10000
343	3	0	10000
109	17	0	10000
68	51	0	10000
758	173	0	10000
657	211	0	10000
567	263	0	10000
58	26	0	10000
294	19	0	10000
1464	66	0	10000
662	151	0	10000
1743	190	0	10000
1195	24	0	10000
159	172	0	10000
1167	36	0	10000
1177	24	0	10000
549	39	0	10000
910	20	0	10000
742	245	0	10000
136	115	0	10000
374	22	0	10000
1607	41	0	10000
330	112	0	10000
1044	99	0	10000
236	93	0	10000
1248	187	0	10000
652	204	0	10000
1725	40	0	10000
2432	48	0	10000
899	137	0	10000
581	76	0	10000
734	379	0	10000
1257	6	0	10000
58	52	0	10000
648	21	0	10000
97	26	0	10000
397	10	0	10000
1193	268	0	10000
677	56	0	10000
283	204	0	10000
829	15	0	10000
1269	89	0	10000
1324	36	0	10000
774	93	0	10000
529	28	0	10000
1607	9	0	10000
778	107	0	10000
267	26	0	10000
652	59	0	10000
793	46	0	10000
273	11	0	10000
3361	69	0	10000
424	110	0	10000
134	90	0	10000
2006	324	0	10000
780	69	0	10000
179	116	0	10000
1239	142	0	10000
6598	98	0	10000
111	154	0	10000
39	201	0	10000
32	656	0	10000
34	39	0	10000
38	162	0	10000
33	112	0	10000
34	115	0	10000
29	20	0	10000
2596	44	0	10000
616	523	0	10000
84	94	0	10000
51	29	0	10000
124	113	0	10000
384	13	0	10000
553	19	0	10000
1016	319	0	10000
962	115	0	10000
636	32	0	10000
340	28	0	10000
1271	15	0	10000
857	44	0	10000
111	35	0	10000
741	93	0	10000
805	118	0	10000
659	29	0	10000
201	119	0	10000
637	278	0	10000
132	48	0	10000
1856	162	0	10000
1531	4	0	10000
990	36	0	10000
87	39	0	10000
131	151	0	10000
163	91	0	10000
919	108	0	10000
874	113	0	10000
454	17	0	10000
1001	55	0	10000
52	299	0	10000
39	77	0	10000
989	43	0	10000
207	277	0	10000
2478	24	0	10000
195	86	0	10000
529	65	0	10000
1216	63	0	10000
1498	96	0	10000
50	13	0	10000
889	200	0	10000
432	33	0	10000
1015	58	0	10000
315	92	0	10000
151	84	0	10000
863	333	0	10000
1044	43	0	10000
416	159	0	10000
769	344	0	10000
613	24	0	10000
1052	11	0	10000
1915	36	0	10000
1070	48	0	10000
442	330	0	10000
2026	74	0	10000
113	101	0	10000
1530	88	0	10000
160	23	0	10000
232	112	0	10000
596	30	0	10000
246	10	0	10000
337	376	0	10000
783	105	0	10000
385	44	0	10000
1556	164	0	10000
606	18	0	10000
880	59	0	10000
2300	97	0	10000
873	11	0	10000
3210	101	0	10000
3287	49	0	10000
442	185	0	10000
864	29	0	10000
574	164	0	10000
380	265	0	10000
1655	12	0	10000
1040	84	0	10000
1287	41	0	10000
1642	267	0	10000
437	123	0	10000
288	21	0	10000
407	1	0	10000
157	134	0	10000
144	46	0	10000
114	56	0	10000
270	18	0	10000
1656	52	0	10000
591	37	0	10000
421	73	0	10000
286	63	0	10000
462	153	0	10000
2459	127	0	10000
588	76	0	10000
78	154	0	10000
721	153	0	10000
760	16	0	10000
165	34	0	10000
93	49	0	10000
1089	83	0	10000
1827	29	0	10000
738	170	0	10000
1612	86	0	10000
563	73	0	10000
538	18	0	10000
1887	16	0	10000
766	209	0	10000
157	64	0	10000
98	69	0	10000
2503	52	0	10000
622	98	0	10000
274	7	0	10000
1230	703	0	10000
770	82	0	10000
2423	30	0	10000
3220	118	0	10000
881	67	0	10000
765	594	0	10000
61	56	0	10000
955	38	0	10000
870	96	0	10000
352	24	0	10000
166	200	0	10000
1909	357	0	10000
506	114	0	10000
60	22	0	10000
272	55	0	10000
260	21	0	10000
161	115	0	10000
2106	3	0	10000
1466	66	0	10000
91	10	0	10000
1056	50	0	10000
1792	67	0	10000
78	94	0	10000
274	85	0	10000
606	99	0	10000
779	73	0	10000
1496	56	0	10000
322	86	0	10000
884	3	0	10000
2471	30	0	10000
1203	243	0	10000
571	219	0	10000
1942	24	0	10000
1077	9	0	10000
87	12	0	10000
2244	20	0	10000
513	60	0	10000
944	181	0	10000
231	39	0	10000
1070	158	0	10000
48	192	0	10000
1407	381	0	10000
1068	9	0	10000
758	16	0	10000
120	108	0	10000
1967	209	0	10000
4538	123	0	10000
89	523	0	10000
39	123	0	10000
1126	66	0	10000
1075	22	0	10000
1458	35	0	10000
1153	10	0	10000
2758	178	0	10000
161	244	0	10000
90	65	0	10000
271	22	0	10000
349	41	0	10000
1137	140	0	10000
264	151	0	10000
663	69	0	10000
65	49	0	10000
789	43	0	10000
723	43	0	10000
321	40	0	10000
1784	77	0	10000
2166	10	0	10000
1989	23	0	10000
335	49	0	10000
255	103	0	10000
859	98	0	10000
401	44	0	10000
1617	50	0	10000
105	57	0	10000
231	62	0	10000
281	29	0	10000
1147	15	0	10000
501	6	0	10000
54	153	0	10000
72	63	0	10000
423	1	0	10000
3902	168	0	10000
47	30	0	10000
553	242	0	10000
708	11	0	10000
1144	4	0	10000
1760	36	0	10000
1032	245	0	10000
1049	22	0	10000
1589	62	0	10000
144	151	0	10000
251	78	0	10000
48	185	0	10000
186	92	0	10000
641	21	0	10000
245	74	0	10000
122	183	0	10000
366	298	0	10000
181	19	0	10000
1500	35	0	10000
220	329	0	10000
1024	177	0	10000
359	40	0	10000
1566	18	0	10000
255	11	0	10000
447	171	0	10000
597	451	0	10000
568	17	0	10000
290	16	0	10000
996	123	0	10000
154	27	0	10000
336	2	0	10000
880	13	0	10000
1569	4	0	10000
223	122	0	10000
63	16	0	10000
474	45	0	10000
1070	22	0	10000
2136	31	0	10000
339	46	0	10000
235	2	0	10000
495	51	0	10000
80	169	0	10000
1738	49	0	10000
44	102	0	10000
551	31	0	10000
2025	51	0	10000
1593	68	0	10000
724	130	0	10000
378	107	0	10000
487	432	0	10000
474	263	0	10000
468	8	0	10000
2956	121	0	10000
398	123	0	10000
618	6	0	10000
1064	282	0	10000
3137	126	0	10000
1650	34	0	10000
47	75	0	10000
114	20	0	10000
1561	69	0	10000
2121	150	0	10000
74	1	0	10000
92	63	0	10000
108	63	0	10000
64	60	0	10000
900	266	0	10000
1069	18	0	10000
1478	158	0	10000
1269	202	0	10000
753	36	0	10000
2312	29	0	10000
2459	14	0	10000
74	139	0	10000
45	196	0	10000
2701	114	0	10000
2034	47	0	10000
2899	4	0	10000
683	7	0	10000
1064	291	0	10000
461	37	0	10000
190	76	0	10000
1710	6	0	10000
2422	77	0	10000
31	16	0	10000
2764	13	0	10000
191	10	0	10000
105	100	0	10000
187	14	0	10000
2927	389	0	10000
353	10	0	10000
244	174	0	10000
353	195	0	10000
832	106	0	10000
312	181	0	10000
251	88	0	10000
126	39	0	10000
89	268	0	10000
277	18	0	10000
378	134	0	10000
2140	95	0	10000
837	19	0	10000
245	12	0	10000
681	125	0	10000
300	60	0	10000
204	1	0	10000
1320	177	0	10000
1338	122	0	10000
151	98	0	10000
548	90	0	10000
148	71	0	10000
382	29	0	10000
2684	80	0	10000
47	206	0	10000
4408	158	0	10000
565	2	0	10000
386	2	0	10000
4213	58	0	10000
554	16	0	10000
778	102	0	10000
771	235	0	10000
217	265	0	10000
100	151	0	10000
907	34	0	10000
925	133	0	10000
322	78	0	10000
1130	20	0	10000
697	132	0	10000
829	20	0	10000
1251	181	0	10000
1234	23	0	10000
154	34	0	10000
104	80	0	10000
153	62	0	10000
103	6	0	10000
1083	80	0	10000
335	525	0	10000
1885	66	0	10000
1644	155	0	10000
807	50	0	10000
104	10	0	10000
1539	223	0	10000
440	47	0	10000
360	335	0	10000
148	20	0	10000
1239	44	0	10000
1185	45	0	10000
103	141	0	10000
275	4	0	10000
613	7	0	10000
185	82	0	10000
325	135	0	10000
1399	146	0	10000
186	124	0	10000
793	17	0	10000
691	86	0	10000
634	84	0	10000
3791	128	0	10000
48	17	0	10000
846	32	0	10000
562	507	0	10000
41	351	0	10000
616	148	0	10000
1732	99	0	10000
3797	170	0	10000
98	191	0	10000
1702	38	0	10000
796	31	0	10000
622	170	0	10000
681	119	0	10000
324	30	0	10000
124	123	0	10000
178	222	0	10000
539	33	0	10000
34	35	0	10000
870	10	0	10000
45	101	0	10000
485	15	0	10000
1135	109	0	10000
1678	6	0	10000
981	30	0	10000
315	7	0	10000
673	55	0	10000
931	273	0	10000
33	41	0	10000
147	6	0	10000
