1	0	30
2	1253	99
3	2585	27
4	3557	80
5	4209	13
6	4389	138
7	4568	124
8	4675	110
9	4801	97
10	5324	21
11	5543	4
12	6449	88
13	6567	50
14	8339	68
15	8477	325
16	8563	144
17	8642	53
18	8704	19
19	8830	100
20	10326	10
21	10624	6
22	12436	385
23	12799	20
24	13314	135
25	13492	23
26	15159	72
27	15520	23
28	15697	91
29	17171	156
30	18671	379
31	18910	227
32	18979	92
33	19085	132
34	19563	8
35	20475	159
36	21439	57
37	21764	260
38	22982	20
39	24187	127
40	25445	22
41	25721	110
42	25949	61
43	26411	43
44	28383	8
45	29661	127
46	30445	131
47	30814	91
48	31353	132
49	31769	320
50	33194	121
51	33826	15
52	34984	47
53	35107	57
54	36532	157
55	38290	68
56	38402	79
57	38473	98
58	38545	86
59	40034	285
60	42922	27
61	43099	83
62	43180	185
63	43616	358
64	43980	27
65	44733	277
66	45150	43
67	46672	12
68	48261	180
69	50382	87
70	50757	135
71	50968	86
72	51884	24
73	52241	59
74	54418	54
75	54505	35
76	54609	3
77	55062	13
78	55347	360
79	55556	207
80	56035	72
81	56416	219
82	56643	6
83	59264	31
84	59431	109
85	60828	8
86	63657	19
87	65343	2
88	66692	132
89	67439	8
90	68035	68
91	68850	58
92	71041	179
93	71212	190
94	71381	29
95	71623	43
96	72674	628
97	73450	125
98	75889	110
99	76057	278
100	77618	125
101	78208	66
102	79174	114
103	79302	16
104	79941	80
105	82284	258
106	82377	35
107	82421	132
108	82466	60
109	82505	60
110	84117	69
111	86627	5
112	88561	7
113	89866	189
114	90414	51
115	90554	22
116	91976	9
117	93579	254
118	94488	35
119	95872	145
120	95953	35
121	97342	3
122	98714	28
123	99188	36
124	99423	97
125	100545	17
126	101113	83
127	101713	177
128	103374	57
129	104017	6
130	104140	147
131	104575	34
132	106553	18
133	107120	110
134	107288	98
135	108717	35
136	110069	16
137	111365	148
138	111452	57
139	112583	102
140	113021	2
141	113127	111
142	115213	35
143	117687	279
144	120993	3
145	124789	120
146	125039	124
147	125707	333
148	125788	40
149	126966	94
150	127068	313
151	127191	31
152	127581	402
153	128661	7
154	128768	102
155	129109	152
156	129652	33
157	130529	98
158	131733	118
159	132780	131
160	133012	14
161	134879	22
162	135172	164
163	136203	340
164	136261	49
165	137179	260
166	137318	231
167	137380	139
168	137455	91
169	138715	20
170	140066	122
171	143116	5
172	143192	168
173	143230	10
174	143760	191
175	144747	254
176	144839	111
177	145697	324
178	146887	186
179	148013	103
180	148148	55
181	148813	166
182	149570	155
183	150094	147
184	151576	57
185	152736	196
186	153290	15
187	153829	14
188	153968	1
189	154079	68
190	154413	277
191	154605	12
192	155003	89
193	155079	179
194	155530	33
195	157864	6
196	158349	170
197	158629	54
198	159672	33
199	161237	78
200	162415	34
201	163093	1
202	163531	473
203	170242	241
204	170467	93
205	170534	43
206	172196	91
207	173398	87
208	173619	632
209	173727	43
210	174603	67
211	174759	88
212	174868	19
213	175049	12
214	175116	99
215	176166	8
216	176327	40
217	176535	68
218	177272	6
219	177516	12
220	177691	47
221	178461	39
222	179093	39
223	179153	150
224	182610	30
225	183673	298
226	184171	142
227	186793	5
228	186903	24
229	188579	69
230	189484	26
231	190092	130
232	192400	56
233	193020	86
234	194211	69
235	194966	193
236	196068	81
237	196474	83
238	196554	22
239	197535	31
240	197692	420
241	200739	90
242	205097	163
243	205173	7
244	205974	320
245	206301	100
246	206685	5
247	206768	116
248	206992	55
249	207356	67
250	207517	126
251	208530	39
252	209358	37
253	210893	187
254	210987	50
255	211716	14
256	212973	196
257	213890	59
258	215210	122
259	215312	128
260	215529	75
261	216130	443
262	216224	149
263	216774	98
264	217379	33
265	218081	56
266	218740	30
267	218789	55
268	219364	10
269	220246	93
270	221146	82
271	221940	79
272	222440	340
273	222570	112
274	222652	53
275	226215	60
276	226380	308
277	227192	217
278	228676	325
279	230140	24
280	232613	29
281	232681	14
282	234077	49
283	234216	114
284	234889	74
285	234931	357
286	236823	79
287	238360	130
288	238766	393
289	238859	24
290	239832	28
291	240360	113
292	240432	241
293	241883	31
294	241934	18
295	242125	125
296	242257	226
297	243644	31
298	243739	17
299	243932	175
300	244420	69
301	246222	220
302	247034	59
303	247091	74
304	247765	20
305	248050	45
306	248828	54
307	249054	56
308	250110	125
309	253224	44
310	253516	4
311	255106	5
312	255457	3
313	255557	17
314	255631	51
315	256387	173
316	257055	211
317	257612	263
318	257700	26
319	257973	19
320	259454	66
321	260145	151
322	261862	190
323	263029	24
324	263192	172
325	264358	36
326	265588	24
327	266074	39
328	267003	20
329	267762	245
330	267875	115
331	268246	22
332	269878	41
333	270185	112
334	271232	99
335	271463	93
336	272919	187
337	273378	204
338	275103	40
339	277528	48
340	278429	137
341	279006	76
