1	0	1024
2	380	66
3	479	174
4	635	162
5	749	174
6	914	162
7	1026	174
8	1152	162
9	1246	150
10	1463	174
11	1573	90
12	1670	162
13	1805	150
14	1921	174
15	2019	90
16	2110	162
17	2225	174
18	2419	162
19	2531	174
20	2669	150
21	2808	162
22	2892	90
23	3019	174
24	3111	150
25	3205	162
26	3300	90
27	3396	174
28	3493	162
29	3587	174
30	3698	162
31	3804	174
32	3900	162
33	4046	174
34	4159	162
35	4274	174
36	4377	162
37	4504	174
38	4640	162
39	4833	174
40	5161	162
41	5327	174
42	5611	162
43	5775	174
44	5943	162
45	6187	174
46	6406	162
47	6587	174
48	7230	162
49	7469	174
50	7567	162
51	7661	150
52	7765	174
53	7898	90
54	9619	162
55	9817	150
56	9909	174
57	9994	90
58	10085	162
59	10187	174
60	10260	162
61	10378	174
62	10505	162
63	10660	174
64	10816	162
65	11505	174
66	11649	162
67	13026	162
68	13135	174
69	13200	162
70	13272	74
71	13337	174
72	13399	162
73	13464	162
74	13532	74
75	13609	174
76	13674	162
77	13757	66
78	13819	174
79	13886	162
80	13959	1024
81	14036	66
82	14106	1024
83	14174	66
84	14303	174
85	14601	1024
86	18369	66
87	18457	1024
88	18523	66
89	18628	1024
90	18702	66
91	18773	162
92	18843	1024
93	19095	66
94	19280	1024
95	19385	66
96	19462	66
97	19561	174
98	19714	66
99	19918	162
100	20091	1024
101	20197	66
102	20312	1024
103	20518	66
104	20660	174
105	20734	162
106	20859	174
107	21100	162
108	21232	174
109	21345	162
110	21458	1024
111	21568	66
112	22565	174
113	22722	1024
114	22891	66
115	22994	1024
116	23110	66
117	23214	1024
118	23385	66
119	23510	162
120	23622	1024
121	23691	66
122	23796	1024
123	23866	66
124	23924	174
125	23986	66
126	24071	1024
127	24198	66
128	24533	1024
129	24922	66
130	25009	162
131	25085	174
132	25155	162
133	25235	66
134	25303	174
135	25358	66
136	25421	162
137	25486	174
138	25550	1024
139	25628	66
140	25685	1024
141	25778	66
142	25847	1024
143	25915	66
144	25972	1024
145	26052	66
146	26161	1024
147	26258	66
148	26331	1024
149	26418	66
150	26527	66
151	26601	1024
152	26724	66
153	26821	1024
154	26893	66
155	29907	162
156	29985	90
157	30053	162
158	30141	90
159	30192	162
160	30254	174
161	30351	150
162	30421	90
163	30484	150
164	30548	90
165	30598	116
166	30647	150
167	30710	142
168	30766	158
169	30931	1024
170	30982	434
171	31074	150
172	31155	142
173	31207	158
174	31272	1024
175	31316	494
176	31368	154
177	31415	826
178	31459	142
179	31515	162
180	31559	1024
181	31621	218
182	31678	64
183	31747	66
184	31813	1024
185	31868	66
186	31911	66
187	31955	1024
188	32004	66
189	32068	1024
190	32127	66
191	32183	150
192	32250	142
193	32333	158
194	32398	154
195	32461	142
196	32527	162
197	32602	1024
198	32665	494
199	34827	1024
200	34941	494
201	39651	1024
202	39863	254
203	39911	1024
204	39952	218
205	40004	154
206	40042	106
207	40081	66
208	40125	162
209	40161	1024
210	40197	66
211	40239	174
212	40276	1024
213	40313	66
214	40403	162
215	40444	1024
216	40484	66
217	40523	1024
218	40560	66
219	40597	1024
220	40635	66
221	40673	174
222	40715	150
223	40748	1024
224	40784	66
225	40816	1024
226	40858	66
227	40894	162
228	40931	1024
229	45538	66
230	45593	66
231	45650	174
232	45726	1024
233	45763	66
234	45798	106
235	45846	162
236	45880	1024
237	45924	66
238	45966	150
239	46002	174
240	46037	162
241	46072	142
242	46121	174
243	46193	158
244	46245	162
245	46283	174
246	46334	162
247	46369	66
248	46402	174
249	46456	162
250	46494	174
251	46529	162
252	46622	174
253	46691	162
254	46743	174
255	46817	64
256	46907	206
257	47086	174
258	47127	162
259	47212	174
260	47277	162
261	47325	158
262	47406	174
263	47464	162
264	47503	174
265	47550	630
266	47918	162
267	48005	174
268	48049	162
269	48085	66
270	48137	174
271	48188	162
272	48232	174
273	48287	162
274	48325	174
275	48376	162
276	48429	1024
277	48470	66
278	48530	174
279	48580	162
280	48619	66
281	48679	174
282	48714	162
283	48766	174
284	48822	162
285	48860	174
286	48908	162
287	48958	1024
288	48998	66
289	49051	174
290	49094	162
291	49144	150
292	49182	174
293	49234	162
294	53449	174
295	53497	162
296	53884	174
297	53956	162
298	54000	174
299	54030	98
300	54059	162
301	54104	150
302	54137	174
303	54180	162
304	54209	94
305	54249	174
306	54281	162
307	54328	150
308	54381	174
309	54428	142
310	54468	162
311	54503	158
312	54551	174
313	54589	162
314	54637	174
315	54687	162
316	54722	174
317	54775	162
318	54813	174
319	54861	206
320	54896	162
321	54976	174
322	55027	150
323	55059	162
324	58032	142
325	58171	174
326	58202	158
327	58244	162
328	58272	174
329	58295	162
330	58380	174
331	58415	162
332	58457	174
333	58496	162
334	58525	174
335	58567	162
336	58602	882
337	58630	174
338	58669	162
339	58700	174
340	58741	86
341	58776	162
342	58817	162
343	58882	150
344	58911	174
345	59171	162
346	59222	174
347	59308	162
348	59348	174
349	59391	162
350	59421	174
351	59451	162
352	59504	174
353	59538	98
354	59572	150
355	62798	1024
356	62897	66
357	62942	1024
358	62967	66
359	63014	1024
360	63043	1024
361	63068	66
362	63105	66
363	63135	66
364	63178	1024
365	63206	1024
366	63253	1024
367	63281	1024
368	63323	66
369	63353	66
370	63398	66
371	63428	66
372	63456	66
373	63498	66
374	63528	162
375	63569	174
376	63603	162
377	63643	162
378	63670	66
379	63709	66
380	63739	1024
381	63780	162
382	63822	1024
383	64281	1024
384	64398	1024
385	64475	66
386	64520	66
387	64552	66
388	64601	66
389	64642	162
390	64672	66
